local-authority-code,section,max_score,score
DNC,s2_m&a,18,7.0
DNC,s3_c&a,7,2.0
DNC,s4_coms,9,5.0
DNC,s5_mset,5,1.0
DNC,s6_cb,4,3.0
DNC,s7_dsi,5,1.0
DNC,s8_est,5,1.0
DNC,s9_ee,4,3.0
DND,s1_gov,21,11.0
DND,s2_m&a,18,14.0
DND,s3_c&a,7,4.0
DND,s4_coms,9,5.0
DND,s5_mset,5,4.0
DND,s6_cb,4,4.0
DND,s7_dsi,5,3.0
DND,s8_est,5,2.0
DND,s9_ee,4,3.0
DOV,s1_gov,21,13.0
DOV,s2_m&a,18,9.0
DOV,s3_c&a,7,5.0
DOV,s4_coms,9,7.0
DOV,s5_mset,5,1.0
DOV,s6_cb,4,4.0
DOV,s7_dsi,5,1.0
DOV,s8_est,5,0.0
DOV,s9_ee,4,2.0
DRS,s1_gov,21,9.0
DRS,s2_m&a,18,5.0
DRS,s3_c&a,7,2.0
DRS,s4_coms,9,3.0
DRS,s5_mset,5,0.0
DRS,s6_cb,4,2.0
DRS,s7_dsi,5,0.0
DRS,s8_est,5,0.0
DRS,s9_ee,4,2.0
DST,s1_gov,21,12.0
DST,s2_m&a,18,16.0
DST,s3_c&a,7,6.0
DST,s4_coms,9,8.0
DST,s5_mset,5,1.0
DST,s6_cb,4,4.0
DST,s7_dsi,5,0.0
DST,s8_est,5,4.0
DST,s9_ee,4,4.0
DUD,s1_gov,21,0.0
DUD,s2_m&a,18,0.0
DUD,s3_c&a,7,0.0
DUD,s4_coms,9,0.0
DUD,s5_mset,5,0.0
DUD,s6_cb,4,0.0
DUD,s7_dsi,5,0.0
DUD,s8_est,5,0.0
DUD,s9_ee,4,0.0
DUR,s1_gov,21,16.0
DUR,s2_m&a,18,10.0
DUR,s3_c&a,7,6.0
DUR,s4_coms,9,4.0
DUR,s5_mset,5,4.0
DUR,s6_cb,4,4.0
DUR,s7_dsi,5,0.0
DUR,s8_est,5,2.0
DUR,s9_ee,4,1.0
EAL,s1_gov,21,12.0
EAL,s2_m&a,18,10.0
EAL,s3_c&a,7,7.0
EAL,s4_coms,9,9.0
EAL,s5_mset,5,4.0
EAL,s6_cb,4,2.0
EAL,s7_dsi,5,2.0
EAL,s8_est,5,4.0
EAL,s9_ee,4,3.0
EAS,s1_gov,21,9.0
EAS,s2_m&a,18,8.0
EAS,s3_c&a,7,6.0
EAS,s4_coms,9,4.0
EAS,s5_mset,5,5.0
EAS,s6_cb,4,2.0
EAS,s7_dsi,5,0.0
EAS,s8_est,5,1.0
EAS,s9_ee,4,2.0
EAT,s1_gov,21,5.0
EAT,s2_m&a,18,5.0
EAT,s3_c&a,7,5.0
EAT,s4_coms,9,8.0
EAT,s5_mset,5,2.0
EAT,s6_cb,4,3.0
EAT,s7_dsi,5,0.0
EAT,s8_est,5,2.0
EAT,s9_ee,4,3.0
EAY,s1_gov,21,4.0
EAY,s2_m&a,18,5.0
EAY,s3_c&a,7,1.0
EAY,s4_coms,9,5.0
EAY,s5_mset,5,4.0
EAY,s6_cb,4,1.0
EAY,s7_dsi,5,0.0
EAY,s8_est,5,3.0
EAY,s9_ee,4,2.0
ECA,s1_gov,21,9.0
ECA,s2_m&a,18,2.0
ECA,s3_c&a,7,2.0
ECA,s4_coms,9,7.0
ECA,s5_mset,5,4.0
ECA,s6_cb,4,2.0
ECA,s7_dsi,5,0.0
ECA,s8_est,5,2.0
ECA,s9_ee,4,3.0
EDE,s1_gov,21,12.0
EDE,s2_m&a,18,18.0
EDE,s3_c&a,7,5.0
EDE,s4_coms,9,8.0
EDE,s5_mset,5,4.0
EDE,s6_cb,4,4.0
EDE,s7_dsi,5,2.0
EDE,s8_est,5,4.0
EDE,s9_ee,4,4.0
EDH,s1_gov,21,20.0
EDH,s2_m&a,18,16.0
EDH,s3_c&a,7,7.0
EDH,s4_coms,9,6.0
EDH,s5_mset,5,4.0
EDH,s6_cb,4,3.0
EDH,s7_dsi,5,2.0
EDH,s8_est,5,5.0
EDH,s9_ee,4,3.0
EDN,s1_gov,21,0.0
EDN,s2_m&a,18,0.0
EDN,s3_c&a,7,0.0
EDN,s4_coms,9,0.0
EDN,s5_mset,5,0.0
EDN,s6_cb,4,0.0
EDN,s7_dsi,5,0.0
EDN,s8_est,5,0.0
EDN,s9_ee,4,0.0
EDU,s1_gov,21,8.0
EDU,s2_m&a,18,10.0
EDU,s3_c&a,7,6.0
EDU,s4_coms,9,4.0
EDU,s5_mset,5,1.0
EDU,s6_cb,4,3.0
EDU,s7_dsi,5,3.0
EDU,s8_est,5,4.0
EDU,s9_ee,4,3.0
EHA,s1_gov,21,5.0
EHA,s2_m&a,18,5.0
EHA,s3_c&a,7,1.0
EHA,s4_coms,9,4.0
EHA,s5_mset,5,1.0
EHA,s6_cb,4,0.0
EHA,s7_dsi,5,1.0
EHA,s8_est,5,0.0
EHA,s9_ee,4,3.0
EHE,s1_gov,21,6.0
EHE,s2_m&a,18,5.0
EHE,s3_c&a,7,4.0
EHE,s4_coms,9,4.0
EHE,s5_mset,5,1.0
EHE,s6_cb,4,0.0
EHE,s7_dsi,5,0.0
EHE,s8_est,5,2.0
EHE,s9_ee,4,1.0
ELI,s1_gov,21,10.0
ELI,s2_m&a,18,1.0
ELI,s3_c&a,7,3.0
ELI,s4_coms,9,3.0
ELI,s5_mset,5,2.0
ELI,s6_cb,4,1.0
ELI,s7_dsi,5,0.0
ELI,s8_est,5,0.0
ELI,s9_ee,4,0.0
ELM,s1_gov,21,10.0
ELM,s2_m&a,18,17.0
ELM,s3_c&a,7,6.0
ELM,s4_coms,9,4.0
ELM,s5_mset,5,4.0
ELM,s6_cb,4,2.0
ELM,s7_dsi,5,0.0
ELM,s8_est,5,3.0
ELM,s9_ee,4,1.0
ELN,s1_gov,21,12.0
ELN,s2_m&a,18,18.0
ELN,s3_c&a,7,7.0
ELN,s4_coms,9,7.0
ELN,s5_mset,5,2.0
ELN,s6_cb,4,3.0
ELN,s7_dsi,5,0.0
ELN,s8_est,5,4.0
ELN,s9_ee,4,3.0
ELS,s1_gov,21,9.0
ELS,s2_m&a,18,0.0
ELS,s3_c&a,7,2.0
ELS,s4_coms,9,2.0
ELS,s5_mset,5,2.0
ELS,s6_cb,4,0.0
ELS,s7_dsi,5,0.0
ELS,s8_est,5,0.0
ELS,s9_ee,4,1.0
ENF,s1_gov,21,12.0
ENF,s2_m&a,18,8.0
ENF,s3_c&a,7,5.0
ENF,s4_coms,9,6.0
ENF,s5_mset,5,3.0
ENF,s6_cb,4,1.0
ENF,s7_dsi,5,0.0
ENF,s8_est,5,0.0
ENF,s9_ee,4,2.0
EPP,s1_gov,21,11.0
EPP,s2_m&a,18,11.0
EPP,s3_c&a,7,4.0
EPP,s4_coms,9,6.0
EPP,s5_mset,5,3.0
EPP,s6_cb,4,4.0
EPP,s7_dsi,5,3.0
EPP,s8_est,5,2.0
EPP,s9_ee,4,2.0
EPS,s1_gov,21,10.0
EPS,s2_m&a,18,14.0
EPS,s3_c&a,7,6.0
EPS,s4_coms,9,4.0
EPS,s5_mset,5,2.0
EPS,s6_cb,4,2.0
EPS,s7_dsi,5,0.0
EPS,s8_est,5,3.0
EPS,s9_ee,4,3.0
ERE,s1_gov,21,0.0
ERE,s2_m&a,18,0.0
ERE,s3_c&a,7,0.0
ERE,s4_coms,9,0.0
ERE,s5_mset,5,0.0
ERE,s6_cb,4,0.0
ERE,s7_dsi,5,0.0
ERE,s8_est,5,0.0
ERE,s9_ee,4,0.0
ERW,s1_gov,21,0.0
ERW,s2_m&a,18,0.0
ERW,s3_c&a,7,0.0
ERW,s4_coms,9,0.0
ERW,s5_mset,5,0.0
ERW,s6_cb,4,0.0
ERW,s7_dsi,5,0.0
ERW,s8_est,5,0.0
ERW,s9_ee,4,0.0
ERY,s1_gov,21,0.0
ERY,s2_m&a,18,0.0
ERY,s3_c&a,7,0.0
ERY,s4_coms,9,0.0
ERY,s5_mset,5,0.0
ERY,s6_cb,4,0.0
ERY,s7_dsi,5,0.0
ERY,s8_est,5,0.0
ERY,s9_ee,4,0.0
ESK,s1_gov,21,0.0
ESK,s2_m&a,18,0.0
ESK,s3_c&a,7,0.0
ESK,s4_coms,9,0.0
ESK,s5_mset,5,0.0
ESK,s6_cb,4,0.0
ESK,s7_dsi,5,0.0
ESK,s8_est,5,0.0
ESK,s9_ee,4,0.0
ESS,s1_gov,21,0.0
ESS,s2_m&a,18,0.0
ESS,s3_c&a,5,0.0
ESS,s4_coms,9,0.0
ESS,s5_mset,5,0.0
ESS,s6_cb,4,0.0
ESS,s7_dsi,5,0.0
ESS,s8_est,5,0.0
ESS,s9_ee,4,0.0
EST,s1_gov,21,6.0
EST,s2_m&a,18,5.0
EST,s3_c&a,7,1.0
EST,s4_coms,9,4.0
EST,s5_mset,5,1.0
EST,s6_cb,4,1.0
EST,s7_dsi,5,0.0
EST,s8_est,5,1.0
EST,s9_ee,4,1.0
ESX,s1_gov,21,9.0
ESX,s2_m&a,18,2.0
ESX,s3_c&a,5,3.0
ESX,s4_coms,9,3.0
ESX,s5_mset,5,4.0
ESX,s6_cb,4,3.0
ESX,s7_dsi,5,0.0
ESX,s8_est,5,0.0
ESX,s9_ee,4,3.0
EXE,s1_gov,21,10.0
EXE,s2_m&a,18,9.0
EXE,s3_c&a,7,6.0
EXE,s4_coms,9,6.0
EXE,s5_mset,5,3.0
EXE,s6_cb,4,3.0
EXE,s7_dsi,5,2.0
EXE,s8_est,5,3.0
EXE,s9_ee,4,3.0
FAL,s1_gov,21,6.0
FAL,s2_m&a,18,0.0
FAL,s3_c&a,7,1.0
FAL,s4_coms,9,2.0
FAL,s5_mset,5,2.0
FAL,s6_cb,4,0.0
FAL,s7_dsi,5,0.0
FAL,s8_est,5,0.0
FAL,s9_ee,4,0.0
FAR,s1_gov,21,8.0
FAR,s2_m&a,18,16.0
FAR,s3_c&a,7,3.0
FAR,s4_coms,9,7.0
FAR,s5_mset,5,5.0
FAR,s6_cb,4,2.0
FAR,s7_dsi,5,2.0
FAR,s8_est,5,2.0
FAR,s9_ee,4,3.0
FEN,s1_gov,21,0.0
FEN,s2_m&a,18,0.0
FEN,s3_c&a,7,0.0
FEN,s4_coms,9,0.0
FEN,s5_mset,5,0.0
FEN,s6_cb,4,0.0
FEN,s7_dsi,5,0.0
FEN,s8_est,5,0.0
FEN,s9_ee,4,0.0
FIF,s1_gov,21,15.0
FIF,s2_m&a,18,15.0
FIF,s3_c&a,7,4.0
FIF,s4_coms,9,6.0
FIF,s5_mset,5,4.0
FIF,s6_cb,4,4.0
FIF,s7_dsi,5,2.0
FIF,s8_est,5,5.0
FIF,s9_ee,4,1.0
FLN,s1_gov,21,0.0
FLN,s2_m&a,18,0.0
FLN,s3_c&a,7,0.0
FLN,s4_coms,9,0.0
FLN,s5_mset,5,0.0
FLN,s6_cb,4,0.0
FLN,s7_dsi,5,0.0
FLN,s8_est,5,0.0
FLN,s9_ee,4,0.0
FMO,s1_gov,21,4.0
FMO,s2_m&a,18,7.0
FMO,s3_c&a,7,4.0
FMO,s4_coms,9,3.0
FMO,s5_mset,5,1.0
FMO,s6_cb,4,1.0
FMO,s7_dsi,5,0.0
FMO,s8_est,5,1.0
FMO,s9_ee,4,0.0
FOE,s1_gov,21,10.0
FOE,s2_m&a,18,9.0
FOE,s3_c&a,7,3.0
FOE,s4_coms,9,7.0
FOE,s5_mset,5,2.0
FOE,s6_cb,4,2.0
FOE,s7_dsi,5,0.0
FOE,s8_est,5,1.0
FOE,s9_ee,4,3.0
FYL,s1_gov,21,0.0
FYL,s2_m&a,18,0.0
FYL,s3_c&a,7,0.0
FYL,s4_coms,9,0.0
FYL,s5_mset,5,0.0
FYL,s6_cb,4,0.0
FYL,s7_dsi,5,0.0
FYL,s8_est,5,0.0
FYL,s9_ee,4,0.0
GAT,s1_gov,21,3.0
GAT,s2_m&a,18,0.0
GAT,s3_c&a,7,0.0
GAT,s4_coms,9,5.0
GAT,s5_mset,5,1.0
GAT,s6_cb,4,2.0
GAT,s7_dsi,5,0.0
GAT,s8_est,5,0.0
GAT,s9_ee,4,1.0
GED,s1_gov,21,11.0
GED,s2_m&a,18,14.0
GED,s3_c&a,7,3.0
GED,s4_coms,9,4.0
GED,s5_mset,5,3.0
GED,s6_cb,4,1.0
GED,s7_dsi,5,0.0
GED,s8_est,5,2.0
GED,s9_ee,4,2.0
GLA,s1_gov,21,10.0
GLA,s2_m&a,18,12.0
GLA,s3_c&a,7,4.0
GLA,s4_coms,9,8.0
GLA,s5_mset,5,4.0
GLA,s6_cb,4,4.0
GLA,s7_dsi,5,3.0
GLA,s8_est,5,2.0
GLA,s9_ee,4,3.0
GLG,s1_gov,21,16.0
GLG,s2_m&a,18,11.0
GLG,s3_c&a,7,6.0
GLG,s4_coms,9,7.0
GLG,s5_mset,5,3.0
GLG,s6_cb,4,4.0
GLG,s7_dsi,5,2.0
GLG,s8_est,5,5.0
GLG,s9_ee,4,4.0
GLO,s1_gov,21,0.0
GLO,s2_m&a,18,0.0
GLO,s3_c&a,7,0.0
GLO,s4_coms,9,0.0
GLO,s5_mset,5,0.0
GLO,s6_cb,4,0.0
GLO,s7_dsi,5,0.0
GLO,s8_est,5,0.0
GLO,s9_ee,4,0.0
GLS,s1_gov,21,8.0
GLS,s2_m&a,18,7.0
GLS,s3_c&a,5,3.0
GLS,s4_coms,9,5.0
GLS,s5_mset,5,2.0
GLS,s6_cb,4,0.0
GLS,s7_dsi,5,0.0
GLS,s8_est,5,0.0
GLS,s9_ee,4,0.0
GMCA,s1_gov,21,6.0
GMCA,s2_m&a,18,15.0
GMCA,s3_c&a,5,2.0
GMCA,s4_coms,9,6.0
GMCA,s5_mset,5,4.0
GMCA,s6_cb,4,4.0
GMCA,s7_dsi,5,1.0
GMCA,s8_est,5,3.0
GMCA,s9_ee,4,3.0
GOS,s1_gov,21,8.0
GOS,s2_m&a,18,9.0
GOS,s3_c&a,7,5.0
GOS,s4_coms,9,4.0
GOS,s5_mset,5,3.0
GOS,s6_cb,4,1.0
GOS,s7_dsi,5,0.0
GOS,s8_est,5,1.0
GOS,s9_ee,4,2.0
GRA,s1_gov,21,12.0
GRA,s2_m&a,18,11.0
GRA,s3_c&a,7,5.0
GRA,s4_coms,9,5.0
GRA,s5_mset,5,2.0
GRA,s6_cb,4,4.0
GRA,s7_dsi,5,1.0
GRA,s8_est,5,2.0
GRA,s9_ee,4,2.0
GRE,s1_gov,21,16.0
GRE,s2_m&a,18,11.0
GRE,s3_c&a,7,5.0
GRE,s4_coms,9,5.0
GRE,s5_mset,5,4.0
GRE,s6_cb,4,3.0
GRE,s7_dsi,5,1.0
GRE,s8_est,5,4.0
GRE,s9_ee,4,2.0
GRT,s1_gov,21,7.0
GRT,s2_m&a,18,17.0
GRT,s3_c&a,7,3.0
GRT,s4_coms,9,1.0
GRT,s5_mset,5,1.0
GRT,s6_cb,4,2.0
GRT,s7_dsi,5,0.0
GRT,s8_est,5,3.0
GRT,s9_ee,4,1.0
GRY,s1_gov,21,0.0
GRY,s2_m&a,18,0.0
GRY,s3_c&a,7,0.0
GRY,s4_coms,9,0.0
GRY,s5_mset,5,0.0
GRY,s6_cb,4,0.0
GRY,s7_dsi,5,0.0
GRY,s8_est,5,0.0
GRY,s9_ee,4,0.0
GWN,s1_gov,21,0.0
GWN,s2_m&a,18,0.0
GWN,s3_c&a,7,0.0
GWN,s4_coms,9,0.0
GWN,s5_mset,5,0.0
GWN,s6_cb,4,0.0
GWN,s7_dsi,5,0.0
GWN,s8_est,5,0.0
GWN,s9_ee,4,0.0
HAA,s1_gov,21,7.0
HAA,s2_m&a,18,10.0
HAA,s3_c&a,7,5.0
HAA,s4_coms,9,5.0
HAA,s5_mset,5,1.0
HAA,s6_cb,4,3.0
HAA,s7_dsi,5,0.0
HAA,s8_est,5,1.0
HAA,s9_ee,4,3.0
HAE,s1_gov,21,4.0
HAE,s2_m&a,18,3.0
HAE,s3_c&a,7,3.0
HAE,s4_coms,9,3.0
HAE,s5_mset,5,1.0
HAE,s6_cb,4,0.0
HAE,s7_dsi,5,0.0
HAE,s8_est,5,1.0
HAE,s9_ee,4,1.0
HAG,s1_gov,21,4.0
HAG,s2_m&a,18,2.0
HAG,s3_c&a,7,2.0
HAG,s4_coms,9,3.0
HAG,s5_mset,5,1.0
HAG,s6_cb,4,1.0
HAG,s7_dsi,5,1.0
HAG,s8_est,5,0.0
HAG,s9_ee,4,0.0
HAL,s1_gov,21,0.0
HAL,s2_m&a,18,0.0
HAL,s3_c&a,7,0.0
HAL,s4_coms,9,0.0
HAL,s5_mset,5,0.0
HAL,s6_cb,4,0.0
HAL,s7_dsi,5,0.0
HAL,s8_est,5,0.0
HAL,s9_ee,4,0.0
HAM,s1_gov,21,10.0
HAM,s2_m&a,18,15.0
HAM,s3_c&a,5,3.0
HAM,s4_coms,9,6.0
HAM,s5_mset,5,3.0
HAM,s6_cb,4,3.0
HAM,s7_dsi,5,0.0
HAM,s8_est,5,1.0
HAM,s9_ee,4,2.0
HAO,s1_gov,21,4.0
HAO,s2_m&a,18,13.0
HAO,s3_c&a,7,4.0
HAO,s4_coms,9,4.0
HAO,s5_mset,5,1.0
HAO,s6_cb,4,4.0
HAO,s7_dsi,5,0.0
HAO,s8_est,5,1.0
HAO,s9_ee,4,3.0
HAR,s1_gov,21,2.0
HAR,s2_m&a,18,0.0
HAR,s3_c&a,7,2.0
HAR,s4_coms,9,0.0
HAR,s5_mset,5,0.0
HAR,s6_cb,4,0.0
HAR,s7_dsi,5,0.0
HAR,s8_est,5,0.0
HAR,s9_ee,4,0.0
HAS,s1_gov,21,8.0
HAS,s2_m&a,18,5.0
HAS,s3_c&a,7,4.0
HAS,s4_coms,9,5.0
HAS,s5_mset,5,4.0
HAS,s6_cb,4,3.0
HAS,s7_dsi,5,0.0
HAS,s8_est,5,0.0
HAS,s9_ee,4,3.0
HAT,s1_gov,21,8.0
HAT,s2_m&a,18,3.0
HAT,s3_c&a,7,3.0
HAT,s4_coms,9,4.0
HAT,s5_mset,5,1.0
HAT,s6_cb,4,0.0
HAT,s7_dsi,5,0.0
HAT,s8_est,5,0.0
HAT,s9_ee,4,0.0
HAV,s1_gov,21,0.0
HAV,s2_m&a,18,0.0
HAV,s3_c&a,7,0.0
HAV,s4_coms,9,0.0
HAV,s5_mset,5,0.0
HAV,s6_cb,4,0.0
HAV,s7_dsi,5,0.0
HAV,s8_est,5,0.0
HAV,s9_ee,4,0.0
HCK,s1_gov,21,0.0
HCK,s2_m&a,18,0.0
HCK,s3_c&a,7,0.0
HCK,s4_coms,9,0.0
HCK,s5_mset,5,0.0
HCK,s6_cb,4,0.0
HCK,s7_dsi,5,0.0
HCK,s8_est,5,0.0
HCK,s9_ee,4,0.0
HEF,s1_gov,21,10.0
HEF,s2_m&a,18,11.0
HEF,s3_c&a,7,6.0
HEF,s4_coms,9,8.0
HEF,s5_mset,5,5.0
HEF,s6_cb,4,0.0
HEF,s7_dsi,5,0.0
HEF,s8_est,5,1.0
HEF,s9_ee,4,3.0
HER,s1_gov,21,3.0
HER,s2_m&a,18,14.0
HER,s3_c&a,7,5.0
HER,s4_coms,9,5.0
HER,s5_mset,5,2.0
HER,s6_cb,4,0.0
HER,s7_dsi,5,0.0
HER,s8_est,5,1.0
HER,s9_ee,4,2.0
HIG,s1_gov,21,10.0
HIG,s2_m&a,18,0.0
HIG,s3_c&a,7,4.0
HIG,s4_coms,9,4.0
HIG,s5_mset,5,5.0
HIG,s6_cb,4,0.0
HIG,s7_dsi,5,1.0
HIG,s8_est,5,1.0
HIG,s9_ee,4,2.0
HIL,s1_gov,21,7.0
HIL,s2_m&a,18,5.0
HIL,s3_c&a,7,2.0
HIL,s4_coms,9,8.0
HIL,s5_mset,5,3.0
HIL,s6_cb,4,1.0
HIL,s7_dsi,5,0.0
HIL,s8_est,5,2.0
HIL,s9_ee,4,3.0
HIN,s1_gov,21,3.0
HIN,s2_m&a,18,1.0
HIN,s3_c&a,7,1.0
HIN,s4_coms,9,5.0
HIN,s5_mset,5,0.0
HIN,s6_cb,4,0.0
HIN,s7_dsi,5,0.0
HIN,s8_est,5,1.0
HIN,s9_ee,4,0.0
HLD,s1_gov,21,0.0
HLD,s2_m&a,18,0.0
HLD,s3_c&a,7,0.0
HLD,s4_coms,9,0.0
HLD,s5_mset,5,0.0
HLD,s6_cb,4,0.0
HLD,s7_dsi,5,0.0
HLD,s8_est,5,0.0
HLD,s9_ee,4,0.0
HMF,s1_gov,21,17.0
HMF,s2_m&a,18,18.0
HMF,s3_c&a,7,5.0
HMF,s4_coms,9,7.0
HMF,s5_mset,5,5.0
HMF,s6_cb,4,4.0
HMF,s7_dsi,5,1.0
HMF,s8_est,5,5.0
HMF,s9_ee,4,3.0
HNS,s1_gov,21,15.0
HNS,s2_m&a,18,10.0
HNS,s3_c&a,7,6.0
HNS,s4_coms,9,7.0
HNS,s5_mset,5,2.0
HNS,s6_cb,4,3.0
HNS,s7_dsi,5,2.0
HNS,s8_est,5,4.0
HNS,s9_ee,4,1.0
HOR,s1_gov,21,10.0
HOR,s2_m&a,18,2.0
HOR,s3_c&a,7,3.0
HOR,s4_coms,9,3.0
HOR,s5_mset,5,2.0
HOR,s6_cb,4,3.0
HOR,s7_dsi,5,0.0
HOR,s8_est,5,1.0
HOR,s9_ee,4,0.0
HPL,s1_gov,21,0.0
HPL,s2_m&a,18,0.0
HPL,s3_c&a,7,0.0
HPL,s4_coms,9,0.0
HPL,s5_mset,5,0.0
HPL,s6_cb,4,0.0
HPL,s7_dsi,5,0.0
HPL,s8_est,5,0.0
HPL,s9_ee,4,0.0
HRT,s1_gov,21,6.0
HRT,s2_m&a,18,11.0
HRT,s3_c&a,5,4.0
HRT,s4_coms,9,6.0
HRT,s5_mset,5,2.0
HRT,s6_cb,4,4.0
HRT,s7_dsi,5,0.0
HRT,s8_est,5,2.0
HRT,s9_ee,4,1.0
HRW,s1_gov,21,13.0
HRW,s2_m&a,18,13.0
HRW,s3_c&a,7,5.0
HRW,s4_coms,9,3.0
HRW,s5_mset,5,4.0
HRW,s6_cb,4,2.0
HRW,s7_dsi,5,2.0
HRW,s8_est,5,4.0
HRW,s9_ee,4,3.0
HRY,s1_gov,21,15.0
HRY,s2_m&a,18,11.0
HRY,s3_c&a,7,6.0
HRY,s4_coms,9,6.0
HRY,s5_mset,5,5.0
HRY,s6_cb,4,2.0
HRY,s7_dsi,5,2.0
HRY,s8_est,5,3.0
HRY,s9_ee,4,3.0
HUN,s1_gov,21,0.0
HUN,s2_m&a,18,0.0
HUN,s3_c&a,7,0.0
HUN,s4_coms,9,0.0
HUN,s5_mset,5,0.0
HUN,s6_cb,4,0.0
HUN,s7_dsi,5,0.0
HUN,s8_est,5,0.0
HUN,s9_ee,4,0.0
HYN,s1_gov,21,0.0
HYN,s2_m&a,18,0.0
HYN,s3_c&a,7,0.0
HYN,s4_coms,9,0.0
HYN,s5_mset,5,0.0
HYN,s6_cb,4,0.0
HYN,s7_dsi,5,0.0
HYN,s8_est,5,0.0
HYN,s9_ee,4,0.0
IOS,s1_gov,21,0.0
IOS,s2_m&a,18,0.0
IOS,s3_c&a,7,0.0
IOS,s4_coms,9,0.0
IOS,s5_mset,5,0.0
IOS,s6_cb,4,0.0
IOS,s7_dsi,5,0.0
IOS,s8_est,5,0.0
IOS,s9_ee,4,0.0
IOW,s1_gov,21,12.0
IOW,s2_m&a,18,17.0
IOW,s3_c&a,7,5.0
IOW,s4_coms,9,7.0
IOW,s5_mset,5,4.0
IOW,s6_cb,4,4.0
IOW,s7_dsi,5,3.0
IOW,s8_est,5,4.0
IOW,s9_ee,4,4.0
IPS,s1_gov,21,13.0
IPS,s2_m&a,18,6.0
IPS,s3_c&a,7,4.0
IPS,s4_coms,9,8.0
IPS,s5_mset,5,3.0
IPS,s6_cb,4,2.0
IPS,s7_dsi,5,0.0
IPS,s8_est,5,2.0
IPS,s9_ee,4,2.0
ISL,s1_gov,21,15.0
ISL,s2_m&a,18,8.0
ISL,s3_c&a,7,5.0
ISL,s4_coms,9,8.0
ISL,s5_mset,5,4.0
ISL,s6_cb,4,2.0
ISL,s7_dsi,5,1.0
ISL,s8_est,5,2.0
ISL,s9_ee,4,3.0
IVC,s1_gov,21,5.0
IVC,s2_m&a,18,2.0
IVC,s3_c&a,7,2.0
IVC,s4_coms,9,1.0
IVC,s5_mset,5,2.0
IVC,s6_cb,4,0.0
IVC,s7_dsi,5,0.0
IVC,s8_est,5,2.0
IVC,s9_ee,4,1.0
KEC,s1_gov,21,9.0
KEC,s2_m&a,18,13.0
KEC,s3_c&a,7,5.0
KEC,s4_coms,9,4.0
KEC,s5_mset,5,3.0
KEC,s6_cb,4,4.0
KEC,s7_dsi,5,3.0
KEC,s8_est,5,4.0
KEC,s9_ee,4,2.0
KEN,s1_gov,21,10.0
KEN,s2_m&a,18,10.0
KEN,s3_c&a,5,4.0
KEN,s4_coms,9,6.0
KEN,s5_mset,5,3.0
KEN,s6_cb,4,4.0
KEN,s7_dsi,5,1.0
KEN,s8_est,5,0.0
KEN,s9_ee,4,2.0
KHL,s1_gov,21,7.0
KHL,s2_m&a,18,10.0
KHL,s3_c&a,7,3.0
KHL,s4_coms,9,6.0
KHL,s5_mset,5,5.0
KHL,s6_cb,4,2.0
KHL,s7_dsi,5,1.0
KHL,s8_est,5,2.0
KHL,s9_ee,4,1.0
KIN,s1_gov,21,8.0
KIN,s2_m&a,18,2.0
KIN,s3_c&a,7,1.0
KIN,s4_coms,9,5.0
KIN,s5_mset,5,3.0
KIN,s6_cb,4,0.0
KIN,s7_dsi,5,0.0
KIN,s8_est,5,1.0
KIN,s9_ee,4,0.0
KIR,s1_gov,21,0.0
KIR,s2_m&a,18,0.0
KIR,s3_c&a,7,0.0
KIR,s4_coms,9,0.0
KIR,s5_mset,5,0.0
KIR,s6_cb,4,0.0
KIR,s7_dsi,5,0.0
KIR,s8_est,5,0.0
KIR,s9_ee,4,0.0
KTT,s1_gov,21,7.0
KTT,s2_m&a,18,17.0
KTT,s3_c&a,7,3.0
KTT,s4_coms,9,8.0
KTT,s5_mset,5,2.0
KTT,s6_cb,4,2.0
KTT,s7_dsi,5,1.0
KTT,s8_est,5,2.0
KTT,s9_ee,4,2.0
KWL,s1_gov,21,9.0
KWL,s2_m&a,18,0.0
KWL,s3_c&a,7,4.0
KWL,s4_coms,9,2.0
KWL,s5_mset,5,2.0
KWL,s6_cb,4,0.0
KWL,s7_dsi,5,0.0
KWL,s8_est,5,1.0
KWL,s9_ee,4,0.0
LAC,s1_gov,21,6.0
LAC,s2_m&a,18,4.0
LAC,s3_c&a,7,1.0
LAC,s4_coms,9,0.0
LAC,s5_mset,5,0.0
LAC,s6_cb,4,0.0
LAC,s7_dsi,5,0.0
LAC,s8_est,5,1.0
LAC,s9_ee,4,0.0
LAN,s1_gov,21,0.0
LAN,s2_m&a,18,0.0
LAN,s3_c&a,5,0.0
LAN,s4_coms,9,0.0
LAN,s5_mset,5,0.0
LAN,s6_cb,4,0.0
LAN,s7_dsi,5,0.0
LAN,s8_est,5,0.0
LAN,s9_ee,4,0.0
LBC,s1_gov,21,0.0
LBC,s2_m&a,18,0.0
LBC,s3_c&a,7,0.0
LBC,s4_coms,9,0.0
LBC,s5_mset,5,0.0
LBC,s6_cb,4,0.0
LBC,s7_dsi,5,0.0
LBC,s8_est,5,0.0
LBC,s9_ee,4,0.0
LBH,s1_gov,21,7.0
LBH,s2_m&a,18,3.0
LBH,s3_c&a,7,4.0
LBH,s4_coms,9,4.0
LBH,s5_mset,5,4.0
LBH,s6_cb,4,2.0
LBH,s7_dsi,5,0.0
LBH,s8_est,5,0.0
LBH,s9_ee,4,3.0
LCE,s1_gov,21,19.0
